npc_id,npc_name,notes
90517,Felbound Wolf,"Initially an aberration, not a beast. Made tameable by applying a Vial of Fel Cleansing. The vial can be looted from Fel Rangari Anaara along the southern shore of Tanaan Jungle."
90782,Rasthe <Son of Sethe>,"Rasthe remains transparent after taming, but loses its other spectral and aura effects."
90816,Skystormer <The Unruly>,Appears on the western side of the area. Spawns after using /pat on an indeterminate number of Frayfeather hippogryphs.
91539,Fel Raven,Located in Hellfire Citadel (Raid).
91916,Spiked Rockworm,"Located in Amberlight Cavern, Ashran (Battleground). Not found outside the battleground instance."
92117,Gorebeak,"This bird is summoned by speaking to Lorel Sagefeather, but you can only do so if you haven't completed her quest event, Gorebeak, previously."
92599,Bloodstalker Alpha,"Part of ""Worg Pack"" vignette above cliffs, west of Aggramar's Vault."
92600,Bloodstalker,"Part of ""Worg Pack"" vignette above cliffs, west of Aggramar's Vault."
92735,Resting Dauorbjorn,In a cave on the eastern side.
92937,Soul Fragment,"Summoned by Rasthe during combat. It remains transparent after taming, but loses its other spectral and aura effects."
92956,Attack Mastiff,Friendly to Alliance.
93952,Fel Raven,Located in Hellfire Citadel (Raid).
94708,Storm Hawk,"Located in Shield's Rest (BM Artifact Instance), Stormheim."
94718,Greater Raven,"Located in Shield's Rest (BM Artifact Instance), Stormheim."
95043,Young Mountainstrider,"Quest phase, ""The Drogbar"" / ""Grasp of the Underking"". Carried by some Bitestone Raiders."
95328,Fel Raven,Flies circuits around Hellfire Citadel. They are very hard to engage and you're better taming one from inside the raid.
95615,Iron War Rylak,"Located in Iron Docks (Non-Instanced 6.2 Quest Phase), Gorgrond."
95762,Irewing,"Can't be attacked unless activated by the quest Scout it Out. You either need to be on that quest, or get the help of someone who is, in order to interact with it. Once summoned you might have to fight your NPC assistants for aggro. Using a freezing trap may stop them attacking Irewing, and hunters have also been successful by landing on a tree that the NPCs can't reach."
96608,Ebonclaw Worg,"Located in Fields of the Eternal Hunt, Halls of Valor (Dungeon)."
96611,Angerhoof Bull,"Located in Fields of the Eternal Hunt, Halls of Valor (Dungeon)."
97030,Leygazer,"Cave by sea, SW of Black Rook Hold."
97119,Shroud Hound,"Located in The Naglfar, Maw of Souls (Dungeon). Found in the ship after the first boss."
97124,Spitefeather,Summoned for the quest Rigging the Wager. He can be tamed by someone other than the summoner.
97163,Cursed Falke,Located in Maw of Souls (Dungeon).
97220,Arru <The Terror>,In a cave just south-east of Windripper Peak.
97454,Rashar,In a cave.
97504,Wraithtalon,"Wraithtalon circles a small ridge above a cave, east of Shala'nir. Its corrupted effects are lost upon taming."
97677,Barbed Spiderling,"Located in Tomb of the Penitent, Vault of the Wardens (Dungeon)."
97928,Tamed Coralback,Ridden by Crab-Rider Grmlrml.
97991,Misthunter Basilisk,"Located in Helmouth Shallows (Survival Artifact Quest Instance), Stormheim."
98759,Vicious Manafang,"Located in Nal'tira's Lair, The Arcway (Dungeon). Vicious Manafangs with this ID are found with Nal'tira before combat. Taming this spider may prevent the boss, Nal'tira, from descending, so the fight cannot be completed."
99598,Axetail Basilisk Matriarch,"Cave by stream, near Llothien Prowlers."
99636,Highpeak Goat,The grey version of this goat doesn't make sounds when clicked.
99675,Enormous Stone Quilen,"Located in The Demon Ward, Vault of the Wardens (Dungeon). In the second set of prisoners released in the Inquisitor Tormentorum fight."
100328,Bound Prowler,Summoned during Hexweaver Akara fight.
100838,Thunderhorn,Retains the lightning effect on its horns after taming.
100890,Jandvik Ripfang,"Must be tamed before you complete the quest, Removing Obstacles in Jandvik. After that point the NPCs can no longer be attacked."
101110,Warp Ray,Can be reached via Oculeth's teleporters when attempting to go to the Library.
101581,Tanzanite Borer,"Found in a cave just north of Tel'anor. The entrance is just above in the ""N"" in Tel'anor on the zone map."
101624,Adult Truesilver Crab,"Inside the hold of a shipwreck, just off the coast from Grom'gol Base Camp."
102106,Starving Basilisk,"In the Echoing Halls. Only present when world quest, ""Prisoners of Greystone"" is active."
102263,Skorpyron,Located in The Nighthold (Raid). Taming Skorpyron may cause the room to remain locked.
102361,Boilback Bristlefur,"Only present when world quest, Boilback Plague is active."
102385,Bristlefur Bear,"Present when world quest, Boilback Plague is active."
102918,Harvest Worm,"Spawns when collecting ""Jumping"" vegetables during World Quest ""Critical Crops""."
103045,Plaguemaw,"Located in The Hold, Maw of Souls (Dungeon). Only found when the world quest Maw of Souls: From Hell's Mouth is active."
103217,Crystalline Scorpid,Located in The Nighthold (Raid). Spawns during Skorpyron fight.
103514,Leystone Basilisk,"Stormheim southern coast, west of Blackhawk's Bulwark. A cave under a waterfall in Tel'anor in Suramar."
103549,Wild Moonfall Hippogryph,Two other NPCs with the same name are not tameable.
103563,Riding Wolf,"Spawns when you attack an Orc Raider at Brennadam Square. Alliance hunters can tame it the usual way, but it is friendly to Horde and can only be tamed by Horde hunters using the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode, which allows them to attack Horde NPCs in the area."
103605,Shroudseeker,Located in Maw of Souls (Dungeon). Only present on days when the world quest Maw of Souls: Return of the Beas is active.
103681,Well-Fed Ironhorn Bull,"Spawns at the site of the ""Slab of Bacon"" world quest if it's in Highmountain."
103785,Well-Fed Bear,"Spawns at the site of the ""Slab of Bacon"" world quest if it's in Val'sharah."
103786,Well-Fed Musken,"Spawns at the site of the ""Slab of Bacon"" world quest if it's in Stormheim."
103787,Baconlisk,"Baconlisk is only present when the ""Slab of Bacon"" world quest is up in Suramar. The location of this NPC can vary, so check the quest marker on the zone map for its current position."
103808,Managazer,In a cave.
104310,Skawn <Agna's Companion>,"Only present during world quest, ""Retake the Skyhorn""."
104481,Ala'washte,Only present on days when the world quest DANGER: Ala'washte is active.
104585,Brinescuttle Crab,"Present during the world quest, ""Crabby Crunchies""."
104895,Felslate Basilisk,"Random spawn while mining felslate in any zone. May also appear outside nodes, in large numbers, when the mining World Quest is active. You may need someone with mining to tell you when it is."
105756,Leyline Spiderling,Found extensively in the non-instanced version of the Falanaar Tunnels.
105876,Enchanted Broodling,"Located in Nal'tira's Lair, The Arcway (Dungeon). Taming this spider may prevent the boss, Nal'tira, from descending, so the fight cannot be completed."
106311,Venomous Spiderling,"Located in Mulgore, The Emerald Nightmare (Raid). This spider spawns as an add during the roc phase of the Elerethe Renferal fight, when you step on the web bridges."
106665,Ualair,"Spawns during the world quest Leyhollow Infestation, after you complete the first stage."
107398,Moonfall Stalker,Spawns during the quest Breaking the Seal.
107431,Weaponized Rabbot,On the south side of Crushcog's Arsenal.
107440,Felsurge Hunter,Often stealthed until you approach an egg.
107459,Venomous Spiderling,"Located in Mulgore, The Emerald Nightmare (Raid). Spawns during the spider phase of the Elerethe Renferal fight, when she ascends into the web and casts ""Feeding Time""."
107477,N.U.T.Z.,Find the Intern's Journal and follow the steps.
107487,Starbuck,Appears just west of the Storm's Reach isthmus.
107595,Grimrot,"Spawns during the day. A different version with a diseased, black appearance spawns at night."
107596,Grimrot,Spawns at night. A different version with a grey appearance spawns during the day.
107676,Blue Juggernaut,"Located in Siege of Orgrimmar (Raid). Combine a Pile of Juggernaut Parts, Blackfuse's Power Core and a Bucket of Blue Paint to create this NPC. Not in the Raid Finder version."
107677,Green Juggernaut,"Located in Siege of Orgrimmar (Raid). Combine a Pile of Juggernaut Parts, Blackfuse's Power Core and a Bucket of Green Paint to create this NPC. The paint is hidden in the Shadow Cleft in the raid. Not in the Raid Finder version."
107678,Teal Juggernaut,"Located in Siege of Orgrimmar (Raid). Combine a Pile of Juggernaut Parts, Blackfuse's Power Core and a Bucket of Teal Paint to create this NPC. Not in the Raid Finder version."
107679,Grey Juggernaut,"Located in Siege of Orgrimmar (Raid). Combine a Pile of Juggernaut Parts, Blackfuse's Power Core and a Bucket of Grey Paint to create this NPC. The paint is hidden in the tunnel between the Paragons and Garrosh. Not in the Raid Finder version."
107778,Mana-Engorged Spiderling,Located in Dalaran (Broken Isles). Appears in large numbers when an occasionally-spawning Rotten Egg is destroyed in the Underbelly.
107836,A-Me 02,"Found deep in the Fungal Rock cave, at the northern end. Her health must be severely reduced (perhaps 25% or lower) before she can be tamed. She makes some very subtle mechanical sounds when clicked."
107951,Treble,"A tracking tame that requires you to follow Small Oil Puddles and then use a flare to detect the creature. Circles around the Mucksnout Den area, passing through the Field of An'she."
108088,Rush,A tracking tame that requires you to follow Small Oil Puddles and then use a flare to detect the creature. Follows a large loop in north-east Azsuna.
108106,Sentient Mechanostrider,"Located in The Dormitory, Gnomeregan (Dungeon). A prismatic card reveals a hidden room. He'll need a shocking kick before he becomes tameable."
108181,Reassigned Warbeast,"This clefthoof occasionally spawns in the raised area just to the west of the Harbor entrance. Despite not being flagged as a rare, it isn't there all the time."
108359,Volatile Scorpid,Located in The Nighthold (Raid). Occurs in packs of trash mobs before Skorpyron.
108360,Acidmaw Scorpid,Located in The Nighthold (Raid). Occurs in packs of trash mobs before Skorpyron.
108361,Crystalline Scorpid,Located in The Nighthold (Raid). Occurs in packs of trash mobs before Skorpyron.
108542,Skittering Spiderling,"Located in Mulgore, The Emerald Nightmare (Raid). Spawns if you walk over spider eggs in the webbed section of the area."
108702,Crimson Rockshell,"Located in Shield's Rest (BM Artifact Instance), Stormheim."
109025,Moonglow Locust,Has a different glow to other purple fireflies.
109320,Starlight Saber,"Guards a Starlight Rose Cluster below the south-west end of the bridge, north of the Felsoul Hold pit. Initially hiding in the branches of a tree, it leaps down when you approach."
109594,Stormfeather,"Stormfeather is located on a ridge above a cave, north of Oceanus Cove. It's not up every day and may only be present when the world quest DANGER: Stormfeather is up."
109702,Deepclaw,"Deepclaw is only present when its associated world quest, DANGER: Deepclaw is active. This seems to happen very rarely, perhaps only every few months!"
110351,Vicious Spiderling,Summoned during Broodmother Lizax fight.
110562,Bahagar,Cave by Smolderhide Thicket.
110966,Vicious Manafang,"Located in Nal'tira's Lair, The Arcway (Dungeon). Vicious Manafangs with this ID are summoned during combat with Nal'tira."
111273,Lowland Manashell,River north of Shal'aran. Infrequent spawn among common Lowland Hardshells.
111463,Bulvinkel,"Cliffs south-east of Halls of Valor. From the Halls of Valor entrance, jump to the grassy cliffs area to the west, then climb up and around the back. Jump down to the lower cliff areas to find him."
111633,Wandering Shellback,Located in Eye of Azshara (Non-Instanced).
111643,Cove Seagull,Located in Eye of Azshara (Non-Instanced).
111647,Seaspray Crab,Located in Eye of Azshara (Non-Instanced).
111721,Venomous Spiderling,"Located in Mulgore, The Emerald Nightmare (Raid). Spawns on the adjacent small platform during the roc phase of the Elerethe Renferal fight, after the boss changes into her roc form and flies to the far platform."
111820,Friender,"Located in Engineering Labs, Gnomeregan (Dungeon). Friender is initially asleep and unattackable. Solve the light-button puzzles on three walls to activate him."
111933,Venomous Spiderling,"Located in Mulgore, The Emerald Nightmare (Raid). Venomous Spiderlings with this ID may be found as trash mobs in the webbed section of the area."
111980,Nightmother,"Located in Mulgore, The Emerald Nightmare (Raid)."
112039,Screeching Spiderling,"Located in Mulgore, The Emerald Nightmare (Raid). Found among Venomous Spiderling packs in the webbed section of the area."
